:ID,synsetId,note,:LABEL
ex_439,eng-10-02540458-a,"uninvited guests",Example
ex_440,eng-10-02540458-a,"uninvited thoughts",Example
ex_441,eng-10-10226803-n,"he is one hell of a jumper",Example
ex_442,eng-10-02232112-a,"an open texture",Example
ex_443,eng-10-02232112-a,"a loose weave",Example
ex_444,eng-10-05906080-n,"the police used a plant to trick the thieves",Example
ex_445,eng-10-05906080-n,"he claimed that the evidence against him was a plant",Example
ex_446,eng-10-03114041-n,"in spite of the heat he insisted on his woolen costume",Example
ex_447,eng-10-02155233-a,"steel-clad",Example
ex_448,eng-10-02155233-a,"armor-clad",Example
ex_449,eng-10-02551832-v,"We pulled through most of the victims of the bomb attack",Example
ex_450,eng-10-07328756-n,"Maine is a leading producer of potatoes",Example
ex_451,eng-10-07328756-n,"this microorganism is a producer of disease",Example
ex_452,eng-10-01122411-a,"some mute inglorious Milton here may rest",Example
ex_453,eng-10-04806655-n,"it has the distinction of being the cheapest restaurant in town",Example
ex_454,eng-10-01152040-v,"The soccer player began to swing at the referee",Example
ex_455,eng-10-09437454-n,"he climbed the steep slope",Example
ex_456,eng-10-09437454-n,"the house was built on the side of a mountain",Example
ex_457,eng-10-02146790-v,"She conceals her anger well",Example
ex_458,eng-10-14530836-n,"the capability of a metal to be fused",Example
ex_459,eng-10-01063490-a,"opportunities for out-of-school youth",Example
ex_460,eng-10-02161530-v,"Her face glowed when she came out of the sauna",Example
ex_461,eng-10-05450370-n,"packed cells are given to severely anemic patients in order to avoid overloading the circulatory system with too much fluid",Example
ex_462,eng-10-00097781-v,"The old man rejuvenated when he became a grandfather",Example
ex_463,eng-10-02070711-a,"the opposite sex",Example
ex_464,eng-10-02070711-a,"the two chess kings are set up on squares of opposite colors",Example
ex_465,eng-10-02354537-a,"a supportive family network",Example
ex_466,eng-10-02354537-a,"his family was supportive of his attempts to be a writer",Example
ex_467,eng-10-01041415-v,"She waved to her friends",Example
ex_468,eng-10-01041415-v,"He waved his hand hospitably",Example
ex_469,eng-10-07309223-n,"he had to undergo one humiliation after another",Example
ex_470,eng-10-00787876-v,"This professor spoonfeeds his students",Example
ex_471,eng-10-00894879-a,"an emotionally labile person",Example
ex_472,eng-10-13290991-n,"was the relief supposed to be protection from future harm or compensation for past injury?",Example
ex_473,eng-10-00689950-v,"she looked on this affair as a joke",Example
ex_474,eng-10-00689950-v,"He thinks of himself as a brilliant musician",Example
ex_475,eng-10-00689950-v,"He is reputed to be intelligent",Example
ex_476,eng-10-00583991-v,"The airline upgraded me when I arrived late and Coach Class was full",Example
ex_477,eng-10-06508579-n,"the Canadian Hansard is published in both English and French",Example
ex_478,eng-10-00200603-a,"a razor-backed horse",Example
ex_479,eng-10-00200603-a,"razorback hogs",Example
ex_480,eng-10-01615180-a,"an objective appraisal",Example
ex_481,eng-10-01615180-a,"objective evidence",Example
ex_482,eng-10-05118062-n,"without greater reasonableness by both parties we will never settle this matter!",Example
ex_483,eng-10-02711573-n,"angiograms are produced by angiography",Example
ex_484,eng-10-00992804-v,"some people believe they can telepathize with others around the world",Example
ex_485,eng-10-04490859-n,"clubs were declared trumps",Example
ex_486,eng-10-04490859-n,"a trump can take a trick even when a card of a different suit is led",Example
ex_487,eng-10-04468005-n,"express trains don't stop at Princeton Junction",Example
ex_488,eng-10-07211604-n,"grammatical mistakes are his pet peeve",Example
ex_489,eng-10-07519040-n,"so great was his harassment that he wanted to destroy his tormentors",Example
ex_490,eng-10-02225071-a,"unsized gloves; one size fits all",Example
ex_491,eng-10-00862683-v,"The editors of the left-leaning paper attacked the new House Speaker",Example
ex_492,eng-10-06598030-n,"the teacher assigned new readings",Example
ex_493,eng-10-06598030-n,"he bought some reading material at the airport",Example
ex_494,eng-10-04059701-n,"he wrote the date on the back of the photograph",Example
ex_495,eng-10-06346220-n,"the titles go by faster than I can read",Example
ex_496,eng-10-00229280-v,"distill the essence of this compound",Example
ex_497,eng-10-05855004-n,"a thing of the spirit",Example
ex_498,eng-10-05855004-n,"things of the heart",Example
ex_499,eng-10-04844478-n,"he has a tin ear for dialogue",Example
ex_500,eng-10-06274092-n,"I talked to her by long distance",Example
ex_501,eng-10-01538629-v,"The baby spattered the bib with food",Example
ex_502,eng-10-11415342-n,"he could get no purchase on the situation",Example
ex_503,eng-10-15254028-n,"we live in a litigious age",Example
ex_504,eng-10-00182510-a,"a self-winding watch",Example
ex_505,eng-10-02549847-v,"She tends to the children",Example
ex_506,eng-10-00162248-a,"the professor had a clastic model of the human brain",Example
ex_507,eng-10-01374183-a,"had harsh words",Example
ex_508,eng-10-01374183-a,"a harsh and unlovable old tyrant",Example
ex_509,eng-10-01374183-a,"a rough answer",Example
ex_510,eng-10-02237206-v,"I welcome your proposals",Example
ex_511,eng-10-15111609-n,"curare acts by blocking cholinergic transmission at the myoneural junction",Example
ex_512,eng-10-02422685-a,"a tidy person",Example
ex_513,eng-10-02422685-a,"a tidy house",Example
ex_514,eng-10-02422685-a,"a tidy mind",Example
ex_515,eng-10-04918210-n,"rivaling a hawk in directness of aim",Example
ex_516,eng-10-00307631-n,"he took the family for a drive in his new car",Example
ex_517,eng-10-01472642-v,"The Communist government expropriated the landowners",Example
ex_518,eng-10-10266848-n,"plaintiffs and defendants are both litigants",Example
ex_519,eng-10-00672433-v,"I estimate this chicken to weigh three pounds",Example
ex_520,eng-10-01259391-a,"I'm only a fallible human",Example
ex_521,eng-10-01259391-a,"frail humanity",Example
ex_522,eng-10-08509786-n,"a belt of high pressure",Example
ex_523,eng-10-02562235-v,"His daughter always overachieves",Example
ex_524,eng-10-05580662-n,"the funny bone is not humerus",Example
ex_525,eng-10-00149583-v,"He became annoyed when he heard the bad news",Example
ex_526,eng-10-00149583-v,"It must be getting more serious",Example
ex_527,eng-10-00149583-v,"her face went red with anger",Example
ex_528,eng-10-00149583-v,"She went into ecstasy",Example
ex_529,eng-10-00149583-v,"Get going!",Example
ex_530,eng-10-02404306-a,"a spaniel with floppy ears",Example
ex_531,eng-10-09385911-n,"they analyzed the river into three parts",Example
ex_532,eng-10-09385911-n,"he needed a piece of granite",Example
ex_533,eng-10-01593937-v,"crush an aluminum can",Example
ex_534,eng-10-01593937-v,"squeeze a lemon",Example
ex_535,eng-10-01348174-v,"lock the bike to the fence",Example
ex_536,eng-10-02500179-a,"fallacious reasoning",Example
ex_537,eng-10-02500179-a,"an unsound argument",Example
ex_538,eng-10-01303946-a,"nether regions",Example
ex_539,eng-10-00426907-a,"radioactive isotope",Example
ex_540,eng-10-00426907-a,"radioactive decay",Example
ex_541,eng-10-00426907-a,"radioactive fallout",Example
ex_542,eng-10-00875000-v,"He really got into semantics",Example
ex_543,eng-10-02550023-a,"the raw and theumy damp of night air",Example
ex_544,eng-10-05493303-n,"ear lobe",Example
ex_545,eng-10-08350470-n,"the Fed seeks to control the United States economy by raising and lowering short-term interest rates and the money supply",Example
ex_546,eng-10-14439294-n,"his reputation for promiscuity",Example
ex_547,eng-10-09856671-n,"the overall rate of incidence of Down's syndrome is one in every 800 births",Example
ex_548,eng-10-00185363-a,"ale on tap",Example
ex_549,eng-10-00185363-a,"hot and cold running water on tap",Example
ex_550,eng-10-00101752-r,"way over budget",Example
ex_551,eng-10-00101752-r,"way off base",Example
ex_552,eng-10-00101752-r,"the other side of the hill is right smart steeper than the side we are on",Example
ex_553,eng-10-01833906-v,"prolapsed rectum",Example
ex_554,eng-10-02642610-v,"He procrastinated the matter until it was almost too late",Example
ex_555,eng-10-01120925-a,"a long and glorious career",Example
ex_556,eng-10-01120925-a,"our glorious literature",Example
ex_557,eng-10-01349760-a,"an adscititious habit rather than an inherent taste",Example
ex_558,eng-10-01138610-a,"a shrewish wife",Example
ex_559,eng-10-01138610-a,"nagging parents",Example
ex_560,eng-10-01191232-v,"We had a ball at the party and didn't come home until 2 AM",Example
ex_561,eng-10-01121507-a,"her pies were simply divine",Example
ex_562,eng-10-01121507-a,"the divine Shakespeare",Example
ex_563,eng-10-01121507-a,"an elysian meal",Example
ex_564,eng-10-01121507-a,"an inspired performance",Example
ex_565,eng-10-00548029-a,"the dialogue is elliptic and full of dark hints",Example
ex_566,eng-10-00548029-a,"the explanation was concise, even elliptical to the verge of obscurity- H.O.Taylor",Example
ex_567,eng-10-09466280-n,"they study the evolution of the universe",Example
ex_568,eng-10-09466280-n,"the biggest tree in existence",Example
ex_569,eng-10-01133017-a,"would do something as despicable as murder",Example
ex_570,eng-10-01133017-a,"ugly crimes",Example
ex_571,eng-10-01133017-a,"the vile development of slavery appalled them",Example
ex_572,eng-10-01133017-a,"a slimy little liar",Example
ex_573,eng-10-00089657-n,"the Treasury will find some clawback for the extra benefits members received",Example
ex_574,eng-10-02180486-a,"heart-whole friendship",Example
ex_575,eng-10-02180486-a,"gave wholehearted support to her candidacy",Example
ex_576,eng-10-02180486-a,"wholehearted commitment",Example
ex_577,eng-10-02180486-a,"demonstrated his whole-souled allegiance",Example
ex_578,eng-10-00562308-a,"the tailored clothes were harmonious with her military bearing",Example
ex_579,eng-10-00244641-r,"he acted believably sincere",Example
ex_580,eng-10-07849733-n,"Little Miss Muffet sat on a tuffet eating some curds and whey",Example
ex_581,eng-10-01066775-v,"The students chanted the same slogan over and over again",Example
ex_582,eng-10-02473307-n,"Homo erectus was formerly called Pithecanthropus erectus",Example
ex_583,eng-10-02447215-a,"tenderized meat",Example
ex_584,eng-10-02377520-v,"We must not marginalize the poor in our society",Example
ex_585,eng-10-00560453-a,"an uncrowded train",Example
ex_586,eng-10-00560453-a,"an uncrowded view",Example
ex_587,eng-10-01914453-v,"We had to jostle our way to the front of the platform",Example
ex_588,eng-10-00941242-a,"graphic sexual scenes",Example
ex_589,eng-10-02147313-v,"She bosomed his letters",Example
ex_590,eng-10-07089622-n,"he continued in this vein for several minutes",Example
ex_591,eng-10-00355258-a,"the causes that produced them have remained unchanged",Example
ex_592,eng-10-01109114-n,"lend-lease during World War II was extremely generous",Example
ex_593,eng-10-00350283-v,"The painting resumed its old condition when we restored it",Example
ex_594,eng-10-01582306-a,"a reserve supply of food",Example
ex_595,eng-10-01582306-a,"a spare tire",Example
ex_596,eng-10-01582306-a,"spare parts",Example
ex_597,eng-10-01182021-v,"Feed the guests the nuts",Example
ex_598,eng-10-01010684-n,"a trill is a rapid alternation between the two notes",Example
ex_599,eng-10-01223182-v,"The cord is all twisted",Example
ex_600,eng-10-01683957-v,"In this beautiful book, all the place names are rubricated",Example
ex_601,eng-10-00916383-a,"invited 30-odd guests",Example
ex_602,eng-10-00420549-v,"Your muscles will firm when you exercise regularly",Example
ex_603,eng-10-00420549-v,"the rope tautened",Example
ex_604,eng-10-08431942-n,"the entrance was guarded by ranks of policemen",Example
ex_605,eng-10-01515196-v,"launch a career",Example
ex_606,eng-10-01515196-v,"Her actions set in motion a complicated judicial process",Example
ex_607,eng-10-00258090-a,"boxed sections of the report",Example
ex_608,eng-10-00258090-a,"boxed announcements in the newspaper",Example
ex_609,eng-10-02584699-a,"it looks like new",Example
ex_610,eng-10-04738398-n,"the absoluteness of the pope's decree could not be challenged",Example
ex_611,eng-10-15119919-n,"Now is a good time to do it",Example
ex_612,eng-10-15119919-n,"it worked up to right now",Example
ex_613,eng-10-02367363-v,"think before you act",Example
ex_614,eng-10-02367363-v,"We must move quickly",Example
ex_615,eng-10-02367363-v,"The governor should act on the new energy bill",Example
ex_616,eng-10-02367363-v,"The nanny acted quickly by grabbing the toddler and covering him with a wet towel",Example
ex_617,eng-10-07227406-n,"the President's assurances were not respected",Example
ex_618,eng-10-02557023-a,"manual labor",Example
ex_619,eng-10-02557023-a,"manual laborer",Example
ex_620,eng-10-01428853-v,"Birds mate in the Spring",Example
ex_621,eng-10-01311722-v,"The National Guardsmen were sent out to trench",Example
ex_622,eng-10-01587077-a,"in a nasty mood",Example
ex_623,eng-10-01587077-a,"a nasty accident",Example
ex_624,eng-10-01587077-a,"a nasty shock",Example
ex_625,eng-10-01587077-a,"a nasty smell",Example
ex_626,eng-10-01587077-a,"a nasty trick to pull",Example
ex_627,eng-10-01587077-a,"Will he say nasty things at my funeral?- Ezra Pound",Example
ex_628,eng-10-01056102-v,"The fire cackled cozily",Example
ex_629,eng-10-02330407-v,"The yard was railed",Example
