:ID,lexicalId,writtenForm,partOfSpeech,:LABEL
w261286,w261286,"难解",a,Lemma
w227809,w227809,"山楂",n,Lemma
w212559,w212559,"吉普车",n,Lemma
w229259,w229259,"摊子",n,Lemma
w259471,w259471,"林羚",n,Lemma
w220315,w220315,"鹤虱属",n,Lemma
w251204,w251204,"破伤风恐怖",n,Lemma
w237389,w237389,"囊胚+的",a,Lemma
w218255,w218255,"含亚银+的",a,Lemma
w208866,w208866,"蝗科",n,Lemma
w245949,w245949,"陷入困境",a,Lemma
w230761,w230761,"秋分",n,Lemma
w212042,w212042,"镖鲈属",n,Lemma
w191283,w191283,"蟑螂",n,Lemma
w208799,w208799,"星期天",n,Lemma
w208634,w208634,"可换债券",n,Lemma
w235160,w235160,"窥淫癖者",a,Lemma
w195856,w195856,"神圣不可侵犯+的",a,Lemma
w254726,w254726,"鼓励+地",r,Lemma
w199356,w199356,"可尊敬+的",a,Lemma
w203062,w203062,"解剖学家",n,Lemma
w231188,w231188,"带正电",a,Lemma
w193002,w193002,"紫胶虫胶",n,Lemma
w222174,w222174,"德克萨斯+的",a,Lemma
w196481,w196481,"压碎",n,Lemma
w189073,w189073,"查封",v,Lemma
w218451,w218451,"库存",n,Lemma
w188328,w188328,"难以管理地",r,Lemma
w256039,w256039,"18—甲炔诺酮",n,Lemma
w250737,w250737,"致死+的",a,Lemma
w228072,w228072,"超越节",n,Lemma
w245422,w245422,"点滴器",n,Lemma
w233186,w233186,"撒哈拉沙漠+的",a,Lemma
w194047,w194047,"做饭用的火",n,Lemma
w251977,w251977,"磨蚀剂",n,Lemma
w212594,w212594,"角钉",n,Lemma
w263639,w263639,"放",v,Lemma
w208729,w208729,"可以理解+的",a,Lemma
w230431,w230431,"文明",n,Lemma
w257795,w257795,"帝王",a,Lemma
w246686,w246686,"变调演奏",v,Lemma
w197075,w197075,"感觉",n,Lemma
w194417,w194417,"夜班",n,Lemma
w198719,w198719,"线虫",n,Lemma
w259300,w259300,"用线缝起来",v,Lemma
w235062,w235062,"秃鹳属",n,Lemma
w203320,w203320,"在上面+的",a,Lemma
w257540,w257540,"积累",a,Lemma
w234601,w234601,"血统",n,Lemma
w230977,w230977,"波兰+的",a,Lemma
w210340,w210340,"苏尔维法",n,Lemma
w210926,w210926,"强制罚款",v,Lemma
w260579,w260579,"橡皮布防水衣",n,Lemma
w263204,w263204,"腐生物",n,Lemma
w217542,w217542,"看得见+的",a,Lemma
w257261,w257261,"洗后不烫就平",a,Lemma
w226239,w226239,"加力燃烧室",n,Lemma
w263467,w263467,"主张寡头政治",a,Lemma
w259914,w259914,"声名狼藉",a,Lemma
w249332,w249332,"紫叶草",n,Lemma
w246852,w246852,"快乐无忧+的",a,Lemma
w215033,w215033,"外科医生",n,Lemma
w258066,w258066,"蜂房",n,Lemma
w248762,w248762,"女儿茶",n,Lemma
w219940,w219940,"布尔运算",n,Lemma
w223959,w223959,"线虫科",n,Lemma
w217745,w217745,"无准备+的",a,Lemma
w197374,w197374,"猛烈",a,Lemma
w237823,w237823,"办错",v,Lemma
w229437,w229437,"现购自运",a,Lemma
w213757,w213757,"电力单位",n,Lemma
w247105,w247105,"乘坐畜群",v,Lemma
w233065,w233065,"迂回",a,Lemma
w190695,w190695,"蒟蒻薯",n,Lemma
w188998,w188998,"流水帐",n,Lemma
w212403,w212403,"解冻",n,Lemma
w190674,w190674,"石棉肺",n,Lemma
w253182,w253182,"可记录光盘",n,Lemma
w245987,w245987,"蓝鱼",n,Lemma
w204564,w204564,"禾茎广肩小蜂",n,Lemma
w248143,w248143,"黑硅石",n,Lemma
w216437,w216437,"不直接了当+的",a,Lemma
w192997,w192997,"违法殴打",n,Lemma
w231372,w231372,"酷刑",n,Lemma
w255155,w255155,"方平织纹厚棉布",n,Lemma
w263347,w263347,"听取",v,Lemma
w232450,w232450,"英国狂",n,Lemma
w212638,w212638,"轴润滑脂",n,Lemma
w211878,w211878,"流星锤",n,Lemma
w241076,w241076,"有小斑+的",a,Lemma
w245467,w245467,"银蛤科",n,Lemma
w227545,w227545,"售得",v,Lemma
w262909,w262909,"房租补贴",n,Lemma
w262366,w262366,"珠蕨属",n,Lemma
w255143,w255143,"完好+的",a,Lemma
w231193,w231193,"红背鼠属",n,Lemma
w209871,w209871,"漂白了",a,Lemma
w190010,w190010,"韩国辅币",n,Lemma
w220191,w220191,"委任统治",v,Lemma
w190710,w190710,"枕骨",a,Lemma
w221787,w221787,"叶蜡石",n,Lemma
w204868,w204868,"减损+的",a,Lemma
w212347,w212347,"求偶期+的",a,Lemma
w193810,w193810,"市府参事",n,Lemma
w200754,w200754,"非凡",a,Lemma
w202249,w202249,"莫名其妙",a,Lemma
w244574,w244574,"除去面纱",a,Lemma
w198503,w198503,"吉普",n,Lemma
w257986,w257986,"毫不怀疑",r,Lemma
w191373,w191373,"无排气管",a,Lemma
w240792,w240792,"胆固醇",n,Lemma
w246692,w246692,"少牙",n,Lemma
w192864,w192864,"汞",n,Lemma
w247939,w247939,"高贵",n,Lemma
w249959,w249959,"像沥青",a,Lemma
w224407,w224407,"败兴",a,Lemma
w209312,w209312,"亚壁古道",n,Lemma
w209585,w209585,"使相等",v,Lemma
w255264,w255264,"龙虾",n,Lemma
w200226,w200226,"工人阶级+的",a,Lemma
w188851,w188851,"行李车厢",n,Lemma
w262395,w262395,"确定方向",v,Lemma
w222431,w222431,"朱庇特神的",a,Lemma
w244674,w244674,"禽疫",n,Lemma
w240988,w240988,"治疗学家",n,Lemma
w236396,w236396,"柴把",n,Lemma
w234876,w234876,"等腰的",a,Lemma
w237910,w237910,"虎鲨科",n,Lemma
w214546,w214546,"详述",v,Lemma
w200028,w200028,"留",v,Lemma
w212367,w212367,"活性",n,Lemma
w256334,w256334,"绿玉藤属",n,Lemma
w205867,w205867,"大凤螺",n,Lemma
w210729,w210729,"变",v,Lemma
w261035,w261035,"起润滑作用",v,Lemma
w212770,w212770,"印度",a,Lemma
w262341,w262341,"图像",n,Lemma
w211499,w211499,"树脂似",a,Lemma
w256985,w256985,"堂姐",n,Lemma
w204437,w204437,"去核",a,Lemma
w245890,w245890,"人体冷冻法+的",a,Lemma
w219654,w219654,"午餐",n,Lemma
w227935,w227935,"番枣",n,Lemma
w252635,w252635,"威尔士柯基犬",n,Lemma
w204256,w204256,"五叶草",n,Lemma
w253606,w253606,"如镜子",a,Lemma
w233748,w233748,"求爱",n,Lemma
w210314,w210314,"专心于",v,Lemma
w194483,w194483,"地落艾",n,Lemma
w190471,w190471,"根毛",n,Lemma
w259388,w259388,"潇洒",r,Lemma
w208387,w208387,"特等包厢",n,Lemma
w229838,w229838,"凝块",v,Lemma
w200237,w200237,"摄影用超压强烈溢光灯",n,Lemma
w192539,w192539,"蛇谷草",n,Lemma
w238226,w238226,"使绕射",v,Lemma
w189329,w189329,"管理+的",a,Lemma
w204606,w204606,"反托拉斯",a,Lemma
w234492,w234492,"快拍子+的",a,Lemma
w239982,w239982,"伊拉克人",a,Lemma
w237337,w237337,"使成联邦",v,Lemma
w235367,w235367,"弹子",n,Lemma
w263018,w263018,"供能装置",n,Lemma
w236884,w236884,"蓄电池充电器",n,Lemma
w208420,w208420,"签名",n,Lemma
w207472,w207472,"发霉",n,Lemma
w222549,w222549,"受恶梦惊扰",a,Lemma
w222403,w222403,"追猎",n,Lemma
w245535,w245535,"螺钉",n,Lemma
w202731,w202731,"清醒+的",a,Lemma
w188442,w188442,"领航",v,Lemma
w262802,w262802,"装箱",n,Lemma
w222966,w222966,"弯曲成膝状",a,Lemma
w200789,w200789,"一氧化氮",n,Lemma
w229938,w229938,"欧亚混血儿+的",a,Lemma
w240116,w240116,"险峻+地",r,Lemma
w261934,w261934,"无生命",r,Lemma
w200921,w200921,"多岩石",a,Lemma
w204133,w204133,"政治上",a,Lemma
w192032,w192032,"不卫生",r,Lemma
w222053,w222053,"深裂",a,Lemma
w220588,w220588,"逆流的过程",n,Lemma
w240250,w240250,"树鼩目",n,Lemma
w239227,w239227,"领先的人",n,Lemma
w236364,w236364,"包皮环切术",n,Lemma
w202346,w202346,"行政法",n,Lemma
w259377,w259377,"没有防御+的",a,Lemma
w246642,w246642,"约请",v,Lemma
w233316,w233316,"邮政",a,Lemma
w254347,w254347,"使澄清",v,Lemma
w248154,w248154,"鲱鱼",n,Lemma
w221762,w221762,"林克机",n,Lemma
w244497,w244497,"屏住呼吸",v,Lemma
w217693,w217693,"贴生",a,Lemma
w243576,w243576,"心安",a,Lemma
w236761,w236761,"男爵的领地",n,Lemma
w226757,w226757,"千米",n,Lemma
w204147,w204147,"准许",v,Lemma
w209760,w209760,"保险精算师+的",a,Lemma
w200915,w200915,"过着",v,Lemma
w263254,w263254,"拱桥",n,Lemma
w251864,w251864,"人类+的",a,Lemma
w232805,w232805,"共同生活",n,Lemma
w193899,w193899,"海底工作人",n,Lemma
w217938,w217938,"急切",n,Lemma
w196518,w196518,"无霜+的",a,Lemma
w244427,w244427,"似矿物+的",a,Lemma
w233005,w233005,"卑微+的",a,Lemma
w235078,w235078,"弹夹",n,Lemma
w253068,w253068,"宽容",v,Lemma
w246828,w246828,"网翅目",n,Lemma
w209808,w209808,"反美",a,Lemma
w251096,w251096,"抑压",a,Lemma
w221036,w221036,"大鹿",n,Lemma
w260399,w260399,"后颌鰧鱼",n,Lemma
w192937,w192937,"颜料",n,Lemma
w193590,w193590,"木贼",n,Lemma
w210090,w210090,"腕足门",n,Lemma
w261943,w261943,"关着+的",a,Lemma
w232367,w232367,"横轧宽展",n,Lemma
w246073,w246073,"水塘",n,Lemma
w252619,w252619,"正好相反+的",a,Lemma
w240094,w240094,"乐趣",n,Lemma
w242137,w242137,"利物浦",a,Lemma
w203641,w203641,"入市税",n,Lemma
w245284,w245284,"短氅",n,Lemma
w243756,w243756,"飞机上的厨房",n,Lemma
w216421,w216421,"芒毛苣苔属",n,Lemma
w191730,w191730,"角闪石",n,Lemma
w223412,w223412,"头巾绳",n,Lemma
w235196,w235196,"继任",v,Lemma
w260107,w260107,"早+的",a,Lemma
w234934,w234934,"血管舒缩",a,Lemma
w255686,w255686,"变形再生",n,Lemma
w239141,w239141,"后天免疫",n,Lemma
w238343,w238343,"福",a,Lemma
w243404,w243404,"荒诞不经",a,Lemma
w222896,w222896,"表格式",a,Lemma
w209346,w209346,"行政决定",n,Lemma
w233697,w233697,"经验",a,Lemma
w229512,w229512,"撞钟",n,Lemma
w205448,w205448,"俯冲骤降",v,Lemma
w220053,w220053,"棘鳍目鱼",n,Lemma
w213864,w213864,"萧伯纳风格+的",a,Lemma
w196140,w196140,"丧失个性",n,Lemma
w223876,w223876,"黄锡矿",n,Lemma
w191595,w191595,"急速乐曲",n,Lemma
w221521,w221521,"植物群+的",a,Lemma
w244251,w244251,"满条红",n,Lemma
w260885,w260885,"小瓶碳酸饮料",n,Lemma
w217539,w217539,"天边",n,Lemma
w201606,w201606,"医蛭科",n,Lemma
w262565,w262565,"到案",v,Lemma
w210266,w210266,"丙酰胺",n,Lemma
w228531,w228531,"怨恨",r,Lemma
w244072,w244072,"非求偶期+的",a,Lemma
w199791,w199791,"烟雾迷漫",a,Lemma
w222073,w222073,"不知畏惧",a,Lemma
w215865,w215865,"杏仁饼",n,Lemma
w228651,w228651,"变换",v,Lemma
w218140,w218140,"刺客",n,Lemma
w206206,w206206,"斑臭鼬属",n,Lemma
w223330,w223330,"候补者",n,Lemma
w236405,w236405,"使震动",v,Lemma
w221026,w221026,"更换",n,Lemma
w224014,w224014,"不带电+的",a,Lemma
w262057,w262057,"剥夺",v,Lemma
w194030,w194030,"心情沉重+的",a,Lemma
w234926,w234926,"简直+地",r,Lemma
w214774,w214774,"开玩笑",v,Lemma
w241405,w241405,"应用+的",a,Lemma
w226095,w226095,"不能攀登+的",a,Lemma
w225769,w225769,"化生性贫血",n,Lemma
w218090,w218090,"联结",n,Lemma
w262832,w262832,"斧柄",n,Lemma
w216324,w216324,"耐穿+的",a,Lemma
w203816,w203816,"医用维生设备",n,Lemma
w263788,w263788,"乡下佬+的",a,Lemma
w191417,w191417,"波兰货币单位",n,Lemma
w208034,w208034,"瘿蜂",n,Lemma
w195948,w195948,"有轮子",a,Lemma
w218941,w218941,"紫翠玉",n,Lemma
w244565,w244565,"稳固的",a,Lemma
w227590,w227590,"斜角推土机",n,Lemma
w234077,w234077,"把脸转过去",v,Lemma
w228725,w228725,"花栗鼠",n,Lemma
w192745,w192745,"航空学+的",a,Lemma
w200872,w200872,"刺桐属",n,Lemma
w212157,w212157,"一种短便服",n,Lemma
w255961,w255961,"佃农的身份",n,Lemma
w241054,w241054,"经济+的",a,Lemma
w251804,w251804,"有把握",a,Lemma
w189286,w189286,"准男爵",n,Lemma
w250397,w250397,"残油",n,Lemma
w262651,w262651,"戒酒硫",n,Lemma
w232190,w232190,"活动翻板",n,Lemma
w260800,w260800,"地塞米松",n,Lemma
w255167,w255167,"别墅",n,Lemma
w245636,w245636,"无关",a,Lemma
w190284,w190284,"截断",n,Lemma
w255981,w255981,"多角形+的",a,Lemma
w246210,w246210,"偿清",n,Lemma
w227448,w227448,"鼓励",v,Lemma
w247945,w247945,"掩饰",a,Lemma
w234229,w234229,"泥蛉",n,Lemma
w217570,w217570,"驱除害虫",v,Lemma
w256681,w256681,"过时",v,Lemma
w204264,w204264,"被指定人",n,Lemma
w254006,w254006,"覆面",n,Lemma
w217005,w217005,"服务员",n,Lemma
w197800,w197800,"阻碍物",n,Lemma
w236993,w236993,"结帐时间",n,Lemma
w228395,w228395,"石松植物门",n,Lemma
w260771,w260771,"能用眼睛看见+的",a,Lemma
w236078,w236078,"河豚菌",n,Lemma
w229815,w229815,"异可利定",a,Lemma
w216994,w216994,"酸量滴定+的",a,Lemma
w236879,w236879,"驾驶",v,Lemma
w195744,w195744,"代号",n,Lemma
w235271,w235271,"羞愧",a,Lemma
w199700,w199700,"葛缕子属",n,Lemma
w211373,w211373,"湿度适中+的",a,Lemma
w225273,w225273,"贴切的",r,Lemma
w258632,w258632,"鼬瓣花属植物",n,Lemma
w218699,w218699,"至",n,Lemma
w206443,w206443,"内阁",n,Lemma
w194195,w194195,"木犀科+的",a,Lemma
w231200,w231200,"润肤香脂",n,Lemma
w230677,w230677,"二",a,Lemma
w223516,w223516,"重大",r,Lemma
w214833,w214833,"钚",n,Lemma
w208282,w208282,"度过冬天",v,Lemma
w205125,w205125,"吉利",a,Lemma
w216060,w216060,"紫药水",n,Lemma
w193774,w193774,"立体派+的",a,Lemma
w216251,w216251,"三叶蝶豆",n,Lemma
w205091,w205091,"反混淆",n,Lemma
w201502,w201502,"力量",n,Lemma
w235146,w235146,"多面体+的",a,Lemma
w236244,w236244,"水田七",n,Lemma
w209111,w209111,"仍回原处",v,Lemma
w254821,w254821,"雕塑用",a,Lemma
w188503,w188503,"女性素",n,Lemma
w211317,w211317,"内皮",a,Lemma
w260353,w260353,"丑事",n,Lemma
w250335,w250335,"居先",v,Lemma
w246649,w246649,"紫红色",a,Lemma
w191460,w191460,"冬苕子",n,Lemma
w204179,w204179,"精萃",a,Lemma
w208584,w208584,"研究普遍性规律之科学",a,Lemma
w220361,w220361,"潮下",a,Lemma
w224997,w224997,"摧毁+的",a,Lemma
w212037,w212037,"消瘦",n,Lemma
w191117,w191117,"锋面+的",a,Lemma
w188915,w188915,"据说",r,Lemma
w216064,w216064,"荞麦食品",n,Lemma
w219329,w219329,"结婚六十年纪念日",n,Lemma
w256878,w256878,"电泳",a,Lemma
w246339,w246339,"鹳鸟",n,Lemma
w264703,w264703,"新生性变异",n,Lemma
w209549,w209549,"蒺藜",n,Lemma
w221267,w221267,"染色体畸变",n,Lemma
w252482,w252482,"随后+的",a,Lemma
w243334,w243334,"辅助操作",n,Lemma
w205061,w205061,"管弦乐团",n,Lemma
w222425,w222425,"使运转",v,Lemma
w249860,w249860,"使失明",v,Lemma
w244401,w244401,"下意识+的",a,Lemma
w223036,w223036,"可口",r,Lemma
w190853,w190853,"象牙椰子",n,Lemma
w232255,w232255,"文雅化",n,Lemma
w248715,w248715,"易于",v,Lemma
w192236,w192236,"岸禽类",n,Lemma
w221349,w221349,"管理不当",v,Lemma
w193395,w193395,"合作+的",a,Lemma
w237054,w237054,"具有脊索",a,Lemma
w229784,w229784,"匍匐茎",n,Lemma
w237789,w237789,"树篱修剪机",n,Lemma
w246930,w246930,"易控制+的",a,Lemma
w249904,w249904,"恶意",r,Lemma
w244995,w244995,"轻浮",a,Lemma
w243788,w243788,"容纳",v,Lemma
w223647,w223647,"岩基+的",a,Lemma
w255875,w255875,"迪普利翁门+的",a,Lemma
w230552,w230552,"球窝接头",n,Lemma
w225429,w225429,"起爆",n,Lemma
w214364,w214364,"叉车",n,Lemma
w189979,w189979,"做东道主",v,Lemma
w202094,w202094,"舞蹈",a,Lemma
w201795,w201795,"擦掉",n,Lemma
w225086,w225086,"值勤",v,Lemma
w191180,w191180,"复杂状态",n,Lemma
w195922,w195922,"点火器",n,Lemma
w251917,w251917,"酰化作用",n,Lemma
w209667,w209667,"加强",a,Lemma
w247588,w247588,"使失眠",a,Lemma
w213696,w213696,"海螺",n,Lemma
w261870,w261870,"戏剧似+的",a,Lemma
w204440,w204440,"肝胆分泌失调的",a,Lemma
w262694,w262694,"长叶车前草",n,Lemma
w199135,w199135,"上颚+的",a,Lemma
w216041,w216041,"嘉兰属",n,Lemma
w200263,w200263,"手电筒",n,Lemma
w204200,w204200,"期中",n,Lemma
w240018,w240018,"下体弹力护身",n,Lemma
w262095,w262095,"鹰石首鱼",n,Lemma
w224080,w224080,"猛烈的",a,Lemma
w262494,w262494,"补给库",n,Lemma
w251242,w251242,"鹿茸",n,Lemma
w220757,w220757,"遗尿",n,Lemma
w228698,w228698,"易流泪",r,Lemma
w217295,w217295,"应受指责+的",a,Lemma
w190662,w190662,"贝斯吉他",n,Lemma
w208602,w208602,"丽鱼科鱼",n,Lemma
w196328,w196328,"每个+的",a,Lemma
w261797,w261797,"注射用药物+的",a,Lemma
w234633,w234633,"手风琴",n,Lemma
w224278,w224278,"椭面",n,Lemma
w247738,w247738,"代数学+的",a,Lemma
w246419,w246419,"欣赏+的",a,Lemma
w242915,w242915,"芸豆",n,Lemma
w212149,w212149,"攀登用鞋底钉",n,Lemma
w225665,w225665,"阴燃",v,Lemma
w242431,w242431,"朴实",r,Lemma
w259646,w259646,"壁炉的前饰",n,Lemma
w262252,w262252,"歌剧+的",a,Lemma
w228956,w228956,"云实",n,Lemma
w260718,w260718,"表示异议",v,Lemma
w193668,w193668,"寄宿公寓",n,Lemma
w209180,w209180,"第十二+的",a,Lemma
w208902,w208902,"内曲",a,Lemma
w204327,w204327,"淡而无味",a,Lemma
w204939,w204939,"有点方+的",a,Lemma
w208410,w208410,"轰动一时+的",a,Lemma
w249184,w249184,"正方形",n,Lemma
w244108,w244108,"僵化",v,Lemma
w206648,w206648,"螺纹",n,Lemma
w256078,w256078,"延缓",v,Lemma
w199076,w199076,"近邻同盟",n,Lemma
w264745,w264745,"非对偶+的",a,Lemma
w205087,w205087,"旁面三角台",n,Lemma
w263278,w263278,"皮克病",n,Lemma
w246803,w246803,"甜如蜜+的",a,Lemma
w248096,w248096,"爱说话+地",r,Lemma
w257084,w257084,"促进发汗",a,Lemma
w196119,w196119,"细看",v,Lemma
w252863,w252863,"促进发汗+的",a,Lemma
w258090,w258090,"智商",n,Lemma
w257596,w257596,"使轻轻浮起",v,Lemma
w206298,w206298,"浮动船坞",n,Lemma
w250521,w250521,"音响单位",n,Lemma
w209146,w209146,"极大",r,Lemma
w189817,w189817,"五十一",a,Lemma
w239979,w239979,"再充填",n,Lemma
w217065,w217065,"跳蚤",n,Lemma
w213644,w213644,"有阀门",a,Lemma
w202388,w202388,"船首斜桅",n,Lemma
w251104,w251104,"精神失常",a,Lemma
w245174,w245174,"成功机会",n,Lemma
w205239,w205239,"磁通量",n,Lemma
w262287,w262287,"总账",n,Lemma
w189295,w189295,"横向",a,Lemma
w216361,w216361,"灌木状",a,Lemma
w240643,w240643,"第一百九十+的",a,Lemma
w261245,w261245,"合乎理想",a,Lemma
w209820,w209820,"反质子",n,Lemma
w253453,w253453,"不值钱+的",a,Lemma
w236436,w236436,"界限清楚的",a,Lemma
w233982,w233982,"减摇龙骨",n,Lemma
w189507,w189507,"使变体",v,Lemma
w205456,w205456,"中等",a,Lemma
w192901,w192901,"铋+的",a,Lemma
w236150,w236150,"莱麦丹月",n,Lemma
w224971,w224971,"奸情",n,Lemma
w241106,w241106,"意大利蜂",n,Lemma
w235253,w235253,"好心肠+的",a,Lemma
w263514,w263514,"多种性质+的",a,Lemma
w254581,w254581,"短路",n,Lemma
w230166,w230166,"玫瑰果实",n,Lemma
w206262,w206262,"主动脉动脉炎",n,Lemma
w221595,w221595,"海布里地群岛",a,Lemma
w260807,w260807,"拒绝接受",v,Lemma
w220862,w220862,"接近权",n,Lemma
w218266,w218266,"赤霉病",n,Lemma
w253161,w253161,"非正式的",a,Lemma
w196542,w196542,"数字照相法",n,Lemma
w262572,w262572,"部件",n,Lemma
w260070,w260070,"完形填空+的",a,Lemma
w194266,w194266,"黄褐色+的",a,Lemma
w251459,w251459,"流通",n,Lemma
w224065,w224065,"权势",n,Lemma
w223202,w223202,"斯塔福郡狗",n,Lemma
w238516,w238516,"白羊宫",n,Lemma
w198079,w198079,"无吸收性+的",a,Lemma
w236965,w236965,"毒伞",n,Lemma
w244392,w244392,"抢夺",v,Lemma
w197624,w197624,"可教导",a,Lemma
w234361,w234361,"有健壮体格的",a,Lemma
w207636,w207636,"内渗",n,Lemma
w188062,w188062,"令人讨厌+的",a,Lemma
w219932,w219932,"生命维持系统",n,Lemma
w210273,w210273,"南美曼陀罗",n,Lemma
w213102,w213102,"不舒服",n,Lemma
w204449,w204449,"阿里乌斯教义",n,Lemma
w229392,w229392,"果浆状物+的",a,Lemma
w262547,w262547,"蜘蛛网",n,Lemma
w192454,w192454,"内疚+地",r,Lemma
w255067,w255067,"箱魨属",n,Lemma
w229013,w229013,"共同感觉",a,Lemma
w215476,w215476,"英国人+的",a,Lemma
w211052,w211052,"耸人听闻",r,Lemma
w194911,w194911,"指挥操舵",v,Lemma
w230476,w230476,"甘蓝豆属",n,Lemma
w246667,w246667,"按遗嘱处理",a,Lemma
w225540,w225540,"实力相当",r,Lemma
w236219,w236219,"熊狸",n,Lemma
w199123,w199123,"模型",n,Lemma
w258580,w258580,"单卵",a,Lemma
w189730,w189730,"窗孔+的",a,Lemma
w230740,w230740,"喷涌",v,Lemma
w247785,w247785,"血管性血友病",n,Lemma
w197783,w197783,"布告",n,Lemma
w217480,w217480,"生物学家",a,Lemma
w249798,w249798,"下定决心",a,Lemma
w220651,w220651,"可恶",a,Lemma
w199045,w199045,"鸡虱属",n,Lemma
w203071,w203071,"全脑炎",n,Lemma
w192823,w192823,"使正式",v,Lemma
w263849,w263849,"弯",n,Lemma
w209567,w209567,"头状花序",n,Lemma
w197913,w197913,"椰壳纤维",n,Lemma
w213603,w213603,"乳胶",n,Lemma
w232262,w232262,"南非水牛",n,Lemma
w250665,w250665,"铬绿色",n,Lemma
w250011,w250011,"鲍属",n,Lemma
w263822,w263822,"干劲十足地着手",v,Lemma
